LIFNR,NAME1,RISK_CLASS,avg_days_overdue_hist,late_ratio,total_spend_vol,transaction_count,payment_consistency_score,open_exposure,open_count,years_active,payment_terms_risk,is_payment_blocked,dunning_level,reversal_rate,discount_capture_rate,avg_payment_terms_days,voided_payment_rate,stale_payment_rate,composite_risk,RISK_CLASS_LABEL,KMEANS_CLUSTER,ISOLATION_SCORE,IS_OUTLIER
V000014,Digital Pvt Ltd,B,20.974358974358974,0.7948717948717948,719366.35,39,19.345184603446683,162445.96,23,7.4,0.2,0,1.0,0.011627906976744186,0.13333333333333333,1.744186046511628,0.0,0.03225806451612903,0.36451749155237523,0,2,0.3456,0
V000015,Pro Corp,D,27.232558139534884,0.8604651162790697,562755.01,43,21.906551758932245,464148.61,28,7.6,0.55,0,3.0,0.020202020202020204,0.0967741935483871,3.1313131313131315,0.02564102564102564,0.02564102564102564,0.4886928317160875,0,3,0.2325,0
V000016,Inter Group,A,24.0,0.8723404255319149,787428.49,47,21.120770736924804,307800.07,16,7.35,0.55,0,3.0,0.046511627906976744,0.038461538461538464,3.0232558139534884,0.0,0.0,0.4788532904502721,0,3,0.2543,0
V000017,Energy Solutions,A,22.62962962962963,0.9259259259259259,309133.1,27,14.99525091012317,377081.33999999997,24,6.366666666666667,0.75,0,1.0,0.02666666666666667,0.038461538461538464,3.466666666666667,0.0,0.09523809523809523,0.4122345679012345,0,3,0.7498,1
V000018,Uni Group,A,26.636363636363637,0.8484848484848485,609545.58,33,21.39628791084183,441470.37,21,6.3999999999999995,0.75,1,3.0,0.024096385542168676,0.13333333333333333,1.8072289156626506,0.0,0.034482758620689655,0.5804399415845198,2,3,0.2892,0
V000019,Pro AG,A,24.306122448979593,0.7551020408163265,557708.89,49,22.742401736287526,220163.73,23,6.166666666666667,0.55,1,2.0,0.01020408163265306,0.16666666666666666,3.061224489795918,0.023255813953488372,0.023255813953488372,0.5061521120075937,1,0,0.2365,0
V000020,Gamma Corp,D,28.23913043478261,0.8913043478260869,416898.83,46,17.804100379917102,154776.99000000002,16,6.8,0.55,1,4.0,0.022988505747126436,0.0,2.413793103448276,0.0,0.02631578947368421,0.6373531984007996,2,3,0.4833,0
V000021,Inter Pvt Ltd,A,18.63888888888889,0.7777777777777778,393257.46,36,22.12581269245465,412150.74,24,5.8,0.1,1,2.0,0.031914893617021274,0.0,2.127659574468085,0.0,0.034482758620689655,0.48918685973207254,0,0,0.3551,0
V000022,Trans Inc,D,26.75,0.9,439589.78,40,19.334770061558356,243817.81,19,6.233333333333333,0.55,1,1.0,0.0297029702970297,0.038461538461538464,2.5742574257425743,0.06666666666666667,0.03333333333333333,0.528595297029703,1,3,0.4877,0
V000023,Prime GmbH,A,18.333333333333332,0.7878787878787878,987426.34,33,21.2318549982489,610535.62,25,5.2,0.55,0,0.0,0.0,0.12903225806451613,3.604651162790698,0.07142857142857142,0.03571428571428571,0.31989538239538234,0,2,0.8279,1
V000024,Gamma Partners,D,23.11320754716981,0.8301886792452831,1167718.02,53,21.30155319125678,475466.14,31,5.933333333333334,0.25,0,4.0,0.027522935779816515,0.03571428571428571,2.5688073394495414,0.0,0.08823529411764706,0.49811392879810745,1,3,0.3816,0
V000025,Global Enterprises,B,23.525,0.775,315254.32,40,22.728032504782753,254068.29,20,6.099999999999999,0.75,0,4.0,0.011494252873563218,0.0,1.6091954022988506,0.09090909090909091,0.0,0.4907611677115987,0,3,0.5042,0
V000026,Sigma Corp,A,22.98076923076923,0.75,579843.61,52,23.400595253544534,89814.16,17,7.0,0.1,0,0.0,0.038834951456310676,0.125,2.3300970873786406,0.0,0.045454545454545456,0.3246367002738362,0,2,0.4026,0
V000027,Inter Enterprises,B,27.375,0.85,733990.4,40,20.752123771451465,110103.19,23,7.4,0.35,1,2.0,0.02197802197802198,0.05263157894736842,2.087912087912088,0.0,0.030303030303030304,0.5462603021978022,1,3,0.2834,0
V000028,Sigma GmbH,C,29.305555555555557,0.8611111111111112,290624.53,36,22.314402068676177,175318.5,25,6.6,0.25,0,2.0,0.03296703296703297,0.10344827586206896,3.1868131868131866,0.0,0.034482758620689655,0.4587365181115181,0,2,0.2667,0
V000029,Energy Associates,B,21.632653061224488,0.8163265306122449,460862.88,49,21.217812757946856,622969.2,16,6.0,0.25,1,1.0,0.044444444444444446,0.11538461538461539,2.888888888888889,0.025,0.05,0.47947845804988654,0,2,0.3166,0
V000030,Logis Pvt Ltd,B,30.757575757575758,0.8787878787878788,213434.05,33,21.38491042626538,346581.56,14,5.5,0.35,0,3.0,0.013888888888888888,0.05555555555555555,2.5,0.0,0.037037037037037035,0.5056818181818181,1,3,0.3016,0
V000031,Global Associates,C,18.46153846153846,0.7884615384615384,649865.61,52,21.261639523653532,316620.71,30,7.099999999999999,0.55,1,3.0,0.00909090909090909,0.03571428571428571,2.5454545454545454,0.024390243902439025,0.0,0.5293096537608732,1,0,0.227,0
V000032,Sigma Solutions,D,21.805555555555557,0.8611111111111112,311175.7,36,19.44930324781319,582711.16,18,6.8,0.25,0,3.0,0.03896103896103896,0.0625,2.0779220779220777,0.06896551724137931,0.10344827586206896,0.47248247043505665,0,3,0.5587,0
V000033,Metal Group,B,20.065217391304348,0.7391304347826086,425458.24,46,21.475983665390867,175866.32,21,6.9,0.2,1,0.0,0.03225806451612903,0.19047619047619047,2.2580645161290325,0.06451612903225806,0.06451612903225806,0.41502162225338946,0,0,0.5423,0
V000034,Pro Corp,A,21.041666666666668,0.75,323750.98,48,21.946703657233808,100613.93000000001,20,6.2,0.1,0,0.0,0.01,0.0,1.7,0.0,0.0,0.3136736111111111,0,2,0.5251,0
V000035,Pro Corp,C,23.46153846153846,0.8205128205128205,283050.37,39,21.230373170042757,125672.23,17,7.7,0.25,0,1.0,0.05952380952380952,0.0,2.142857142857143,0.0,0.0,0.3873626373626373,0,2,0.4077,0
V000036,Prime Inc,B,16.228571428571428,0.6857142857142857,405388.86,35,21.690450208607952,121385.94,19,7.366666666666667,0.1,1,3.0,0.013513513513513514,0.18181818181818182,2.972972972972973,0.03125,0.03125,0.4903096846846846,0,0,0.4871,0
V000037,Energy Industries,A,23.74468085106383,0.8297872340425532,1597074.85,47,20.917506798296955,343887.19999999995,23,6.533333333333334,0.75,0,2.0,0.027777777777777776,0.08,2.314814814814815,0.07894736842105263,0.02631578947368421,0.43354485504541496,0,3,0.4668,0
V000038,Infra Corp,C,23.0,0.8048780487804879,1032034.68,41,21.30023474049054,372478.21,22,6.466666666666666,0.25,0,3.0,0.030927835051546393,0.08695652173913043,2.3711340206185567,0.0,0.0,0.4528895314726343,0,2,0.0922,0
V000039,Pro Associates,A,18.054054054054053,0.7027027027027027,438925.93,37,22.099454425073162,288688.17,25,4.7,0.1,1,4.0,0.04854368932038835,0.07407407407407407,2.621359223300971,0.038461538461538464,0.038461538461538464,0.5447365588142287,1,0,0.4284,0
V000040,Global Corp,A,23.41176470588235,0.7647058823529411,430239.03,51,22.74042785049414,287703.76999999996,21,6.7,0.75,1,2.0,0.01904761904761905,0.0,2.5714285714285716,0.0,0.0,0.5038655462184873,1,0,0.2484,0
V000041,Trans AG,B,20.547619047619047,0.7380952380952381,468647.33999999997,42,20.896028775416706,144161.53,25,6.45,0.35,0,3.0,0.028846153846153848,0.15,1.9230769230769231,0.03125,0.0,0.42555326617826617,0,1,0.1537,0
V000042,Uni BV,A,19.0,0.7567567567567568,413229.87,37,22.810816147900834,230549.24,18,6.3999999999999995,0.55,1,4.0,0.05813953488372093,0.21739130434782608,2.6744186046511627,0.0,0.0,0.5620076471820658,1,0,0.3398,0
V000043,Net Pvt Ltd,B,20.956521739130434,0.8260869565217391,532544.0,46,21.618877061740005,319404.86,21,5.65,0.75,0,3.0,0.01020408163265306,0.0,2.6530612244897958,0.03125,0.0,0.45179033569949717,0,3,0.2214,0
V000044,Smart Solutions,A,17.16,0.7,518675.64,50,20.928800583825893,341205.17,22,4.7,0.55,0,3.0,0.07339449541284404,0.13793103448275862,2.6605504587155964,0.0,0.0,0.40133944954128437,0,1,0.4968,0
V000045,Infra Associates,C,19.57894736842105,0.7631578947368421,757673.8099999999,38,21.171923758099464,193928.58,25,4.9,0.55,0,2.0,0.031914893617021274,0.043478260869565216,2.4468085106382977,0.030303030303030304,0.06060606060606061,0.3917481081814788,0,1,0.2568,0
V000046,Smart Services,C,18.089285714285715,0.6428571428571429,556279.41,56,24.003239770508472,84596.91,15,4.8,0.2,0,1.0,0.0,0.21052631578947367,1.9,0.022222222222222223,0.0,0.3079513888888889,0,1,0.6622,1
V000047,Alpha Ltd,A,24.181818181818183,0.7272727272727273,1045133.1099999999,44,23.760699158995997,306846.55,20,6.15,0.25,0,4.0,0.04819277108433735,0.11764705882352941,2.0481927710843375,0.0,0.02857142857142857,0.4737586710478277,0,1,0.2468,0
V000048,Pharma Services,A,24.448979591836736,0.7551020408163265,533289.29,49,24.76393650089598,199182.64,21,6.75,0.75,1,2.0,0.020202020202020204,0.05555555555555555,1.8181818181818181,0.0,0.0625,0.5054215625644197,1,0,0.3493,0
V000049,Prime Solutions,A,24.15625,0.71875,594453.9,32,23.769198522186162,149705.71,25,7.4,0.75,1,2.0,0.01098901098901099,0.16666666666666666,2.6373626373626373,0.0,0.041666666666666664,0.4923749427655678,0,0,0.3327,0
V000050,Uni Group,A,23.743589743589745,0.8717948717948718,350830.13,39,18.120529138198837,258905.62,25,6.366666666666667,0.75,0,4.0,0.031914893617021274,0.06896551724137931,3.0851063829787235,0.037037037037037035,0.037037037037037035,0.5173652785354913,1,3,0.3494,0
V000051,Eco Inc,A,26.44736842105263,0.7894736842105263,545822.78,38,22.010682134426446,217732.9,28,6.05,0.25,1,4.0,0.03409090909090909,0.045454545454545456,2.5,0.0,0.03333333333333333,0.6004485645933014,2,3,0.1117,0
V000052,Delta BV,C,26.705882352941178,0.7843137254901961,745304.27,51,23.100903980274936,215258.16999999998,17,6.0,0.35,1,4.0,0.04081632653061224,0.13636363636363635,2.2448979591836733,0.046511627906976744,0.0,0.6053014228947393,2,0,0.2195,0
V000053,Inter Partners,A,21.956521739130434,0.7608695652173914,1569155.26,46,22.085647950889463,171955.0,20,7.4,0.35,1,3.0,0.011363636363636364,0.05,2.272727272727273,0.05128205128205128,0.02564102564102564,0.538510945576163,1,0,0.4151,0
V000054,Pro AG,A,22.085714285714285,0.7428571428571429,332425.05,35,24.354455358277246,757498.5,23,7.7,0.55,0,1.0,0.09411764705882353,0.0625,1.8823529411764706,0.0,0.0,0.3617927170868347,0,1,0.7273,1
V000055,Pharma Partners,B,25.358490566037737,0.8301886792452831,588857.62,53,20.738383532087248,319516.76,25,8.3,0.25,0,0.0,0.06363636363636363,0.058823529411764705,3.090909090909091,0.0425531914893617,0.0425531914893617,0.36533593664464803,0,2,0.5096,0
V000056,Pro Industries,A,16.666666666666668,0.7254901960784313,1261493.67,51,21.77490910811493,601101.54,23,6.9,0.75,1,4.0,0.03669724770642202,0.15625,2.9357798165137616,0.0,0.025,0.540761228038616,1,0,0.5711,0
V000057,Pro Enterprises,A,23.43243243243243,0.7837837837837838,564073.85,37,22.151674805682223,260229.3,24,5.35,0.35,1,2.0,0.024691358024691357,0.09523809523809523,2.5925925925925926,0.03225806451612903,0.03225806451612903,0.5134652125243524,1,0,0.1077,0
V000058,Inter Corp,B,20.0,0.75,361256.03,32,23.862509399447276,235200.72999999998,18,6.199999999999999,0.55,0,3.0,0.028169014084507043,0.047619047619047616,2.9577464788732395,0.03571428571428571,0.03571428571428571,0.42722166331321254,0,1,0.1676,0
V000059,Prime Associates,B,18.97222222222222,0.7777777777777778,302863.76,36,21.541303994368068,247688.5,21,5.8,0.35,0,1.0,0.024390243902439025,0.13333333333333333,1.829268292682927,0.06451612903225806,0.03225806451612903,0.358774896552729,0,2,0.3451,0
V000060,Logis Enterprises,A,24.51219512195122,0.8048780487804879,494981.6,41,22.9271912270338,249396.27,21,7.8,0.2,0,2.0,0.046511627906976744,0.17647058823529413,1.9767441860465116,0.05714285714285714,0.08571428571428572,0.4289630094805931,0,2,0.3932,0
V000061,Delta Associates,B,24.545454545454547,0.8636363636363636,270263.34,44,20.68192621303941,267833.88,17,4.5,0.1,0,2.0,0.05,0.08695652173913043,2.3,0.0,0.029411764705882353,0.4413636363636364,0,2,0.3696,0
V000062,Energy Ltd,D,20.857142857142858,0.7142857142857143,418596.56,42,23.904863704083347,288919.13,31,5.8,0.35,0,0.0,0.009615384615384616,0.10714285714285714,2.6923076923076925,0.0,0.0,0.30215201465201463,0,2,0.3157,0
V000063,Net Group,A,21.325,0.85,493411.27,40,20.14484409445115,286422.68,21,8.3,0.25,0,2.0,0.0449438202247191,0.0,2.134831460674157,0.0,0.0,0.4233485486891386,0,2,0.3113,0
V000064,Global Associates,A,25.790697674418606,0.813953488372093,372133.24,43,22.681603768288987,486177.86,20,6.666666666666667,0.35,1,1.0,0.047058823529411764,0.047619047619047616,2.4705882352941178,0.03125,0.0,0.49697816917464654,1,2,0.3068,0
V000065,Global Pvt Ltd,A,23.0,0.8333333333333334,565328.81,42,20.682265290847024,633391.88,26,6.266666666666667,0.55,0,4.0,0.011494252873563218,0.03125,3.67816091954023,0.05405405405405406,0.08108108108108109,0.5023881640260951,1,3,0.5707,0
V000066,Epsilon Ltd,C,17.341463414634145,0.7073170731707317,465751.2,41,23.12315912250915,615186.71,20,6.333333333333333,0.75,1,4.0,0.011235955056179775,0.05,2.247191011235955,0.02702702702702703,0.08108108108108109,0.5382775177205158,1,0,0.4848,0
V000067,Agro Group,A,29.264150943396228,0.9056603773584906,522523.65,53,20.372635250592918,101237.78,13,6.0,0.55,0,0.0,0.0,0.05263157894736842,2.235294117647059,0.047619047619047616,0.0,0.39839398023360284,0,2,0.6416,1
V000068,Eco BV,B,21.0,0.75,737196.55,52,24.26649428941146,263643.68,25,6.4,0.75,0,3.0,0.03669724770642202,0.08,2.293577981651376,0.0,0.024390243902439025,0.4286697247706422,0,1,0.1603,0
V000069,Net Partners,D,17.862068965517242,0.7586206896551724,282861.11,29,19.857931373223277,326533.94,16,7.9,0.35,0,1.0,0.02857142857142857,0.09090909090909091,3.142857142857143,0.04,0.0,0.34636863711001636,0,2,0.3568,0
V000070,Alpha BV,D,22.735294117647058,0.7352941176470589,407734.47,34,23.09835206443723,155464.06,18,6.45,0.55,0,1.0,0.047619047619047616,0.1111111111111111,2.142857142857143,0.0,0.03571428571428571,0.3575805322128851,0,1,0.1991,0
V000071,Pro Group,A,20.244444444444444,0.7555555555555555,578236.19,45,21.166177517612166,140810.66999999998,15,6.3,0.2,0,1.0,0.02247191011235955,0.04,2.808988764044944,0.02857142857142857,0.0,0.3536228523868972,0,2,0.183,0
V000072,Epsilon Services,A,19.627450980392158,0.7450980392156863,820948.98,51,22.01904701326897,110510.9,20,8.166666666666666,0.25,0,4.0,0.020833333333333332,0.16,2.6041666666666665,0.023809523809523808,0.11904761904761904,0.4597747432306256,0,1,0.507,0
V000073,Agro Associates,C,19.355555555555554,0.7555555555555555,460480.75,45,21.466840767221726,226389.47,25,5.2,0.75,1,4.0,0.043478260869565216,0.05555555555555555,3.9130434782608696,0.0,0.0,0.5616626409017713,1,0,0.4998,0
V000074,Beta AG,D,25.11904761904762,0.8571428571428571,649033.1900000001,42,19.8078604512505,388896.45999999996,20,6.1,0.25,0,0.0,0.033707865168539325,0.07692307692307693,2.9213483146067416,0.0,0.0,0.36517634207240945,0,2,0.3494,0
V000075,Pro Ltd,D,24.87037037037037,0.8518518518518519,930404.0700000001,54,21.915830666951727,269786.52999999997,20,7.099999999999999,0.55,0,4.0,0.0,0.037037037037037035,2.547169811320755,0.021739130434782608,0.021739130434782608,0.5113560118089103,1,3,0.2687,0
V000076,Infra Ltd,A,24.741935483870968,0.8709677419354839,367189.38,31,21.81584705657103,158898.16,14,4.9,0.25,1,4.0,0.03076923076923077,0.07142857142857142,2.1538461538461537,0.034482758620689655,0.034482758620689655,0.6209069193690996,2,3,0.2532,0
V000077,Tech Industries,B,22.953488372093023,0.7209302325581395,559680.79,43,23.264476791853088,115885.23,20,6.7,0.75,1,4.0,0.03333333333333333,0.2631578947368421,2.111111111111111,0.04878048780487805,0.07317073170731707,0.5701299867649839,2,0,0.47,0
V000078,Delta Partners,B,24.606060606060606,0.8181818181818182,279798.79,33,20.846071863092387,309105.85,26,7.8,0.75,0,1.0,0.011494252873563218,0.0,2.7586206896551726,0.0,0.037037037037037035,0.38662922326715427,0,2,0.3595,0
V000079,Infra Group,D,25.456521739130434,0.8043478260869565,555707.34,46,21.872058808483004,86432.03,14,8.1,0.55,0,4.0,0.023809523809523808,0.13793103448275862,3.4523809523809526,0.05,0.0,0.5047541407867495,1,3,0.4495,0
V000080,Delta BV,B,22.066666666666666,0.8,339369.12,45,20.597219582881923,122198.49,20,6.4,0.25,0,3.0,0.020618556701030927,0.0,1.7525773195876289,0.05,0.0,0.4515063001145475,0,3,0.2813,0
V000081,Uni Inc,B,17.675,0.8,310038.29000000004,40,20.21219167501863,418259.06,27,6.3,0.75,0,2.0,0.022222222222222223,0.14285714285714285,2.3333333333333335,0.030303030303030304,0.0,0.39389835858585864,0,1,0.2693,0
V000082,Global AG,C,21.674418604651162,0.8372093023255814,649688.15,43,20.42141841330014,147300.16,16,8.3,0.25,0,0.0,0.036585365853658534,0.0,2.5609756097560976,0.0,0.02857142857142857,0.34513140480242016,0,2,0.4086,0
V000083,Pro Enterprises,C,21.3125,0.8125,488062.66000000003,32,20.177338773981074,239835.03,24,7.0,0.35,0,0.0,0.05434782608695652,0.043478260869565216,2.5,0.0,0.0,0.337986865942029,0,2,0.3483,0
V000084,Global AG,B,13.093023255813954,0.6511627906976745,304382.81,43,19.819199389779275,330127.04,27,6.7,0.55,1,4.0,0.039603960396039604,0.18181818181818182,2.1782178217821784,0.02564102564102564,0.02564102564102564,0.5064275993789003,1,0,0.5271,0
V000085,Prime Partners,B,25.58139534883721,0.813953488372093,492970.45,43,23.09734323841838,228996.99,23,6.4,0.25,0,0.0,0.011111111111111112,0.2,2.2222222222222223,0.0,0.02631578947368421,0.3518863049095607,0,2,0.3174,0
V000086,Energy Associates,C,19.058823529411764,0.7254901960784313,867515.71,51,21.848031274882302,210615.46,20,5.8,0.55,1,2.0,0.018518518518518517,0.11764705882352941,3.1481481481481484,0.025,0.025,0.4764106753812636,0,0,0.3185,0
V000087,Infra Pvt Ltd,C,16.318181818181817,0.6818181818181818,540368.38,44,21.761682483767494,253370.24,28,6.2,0.2,0,4.0,0.06796116504854369,0.10344827586206896,2.8155339805825244,0.0,0.0,0.4293339952927331,0,1,0.3543,0
V000088,Global Inc,A,23.19047619047619,0.8809523809523809,488588.96,42,18.914748530256325,213062.34,23,5.9,0.25,0,4.0,0.0125,0.03333333333333333,3.75,0.05263157894736842,0.02631578947368421,0.5174258563074352,1,3,0.5297,0
V000089,Sigma GmbH,C,22.387096774193548,0.8064516129032258,439730.42,31,21.416002458216212,160591.32,20,5.8999999999999995,0.35,1,2.0,0.0,0.1724137931034483,3.3333333333333335,0.041666666666666664,0.0,0.5143817204301075,1,0,0.3703,0
V000090,Sigma Inc,A,14.23913043478261,0.6521739130434783,467429.46,46,23.003559900935816,615679.75,21,6.166666666666667,0.25,0,4.0,0.0196078431372549,0.11764705882352941,1.6666666666666667,0.027777777777777776,0.08333333333333333,0.4097204461494742,0,1,0.6102,0
V000091,Beta Group,C,22.195652173913043,0.782608695652174,601183.91,46,23.68836523154342,280499.19,30,6.566666666666666,0.35,1,3.0,0.05,0.09375,3.2,0.0,0.0,0.5447644927536232,1,0,0.2142,0
V000092,Tech Pvt Ltd,C,24.36111111111111,0.8333333333333334,642335.21,36,19.331917025298242,276826.4,19,6.466666666666666,0.75,1,4.0,0.04597701149425287,0.0,2.2988505747126435,0.0,0.034482758620689655,0.6061023307790548,2,3,0.3306,0
V000093,Pharma Pvt Ltd,A,23.25581395348837,0.7906976744186046,314897.14,43,21.598162425424963,186728.86,13,6.099999999999999,0.25,0,3.0,0.036585365853658534,0.1111111111111111,2.1951219512195124,0.08823529411764706,0.029411764705882353,0.4590905931289135,0,1,0.2365,0
V000094,Gamma GmbH,A,21.771428571428572,0.7428571428571429,362471.13,35,23.45218629503029,127695.86,15,6.1000000000000005,0.35,0,2.0,0.04054054054054054,0.14285714285714285,2.8378378378378377,0.038461538461538464,0.0,0.3964716364716365,0,1,0.1719,0
V000095,Energy Pvt Ltd,D,21.43243243243243,0.7567567567567568,337695.94,37,24.096496449507786,221727.86,21,5.766666666666667,0.25,0,1.0,0.0,0.05,2.0833333333333335,0.0,0.03333333333333333,0.3538288288288288,0,2,0.2725,0
V000096,Sigma Enterprises,A,26.514285714285716,0.8,302682.83,35,24.55530543915274,297357.41,22,6.333333333333333,0.55,1,4.0,0.012345679012345678,0.08333333333333333,2.962962962962963,0.0,0.06896551724137931,0.601710758377425,2,0,0.31,0
V000097,Zeta Solutions,A,21.742857142857144,0.7714285714285715,361977.43,35,21.438479502085606,316898.24,26,6.45,0.75,0,2.0,0.054945054945054944,0.15789473684210525,2.087912087912088,0.037037037037037035,0.0,0.40622201872201874,0,1,0.2399,0
V000098,Trans Inc,D,22.5,0.825,569468.11,40,21.982510530664353,153532.93,20,6.45,0.55,0,2.0,0.07058823529411765,0.10526315789473684,2.235294117647059,0.0,0.0,0.42330882352941174,0,2,0.2534,0
V000099,Inter Associates,C,21.391304347826086,0.782608695652174,448783.26,46,22.115332299228832,269619.39,28,5.5,0.75,0,4.0,0.06060606060606061,0.17391304347826086,2.323232323232323,0.0,0.05263157894736842,0.47997364953886695,0,1,0.2844,0
V000100,Epsilon Corp,C,24.323529411764707,0.7941176470588235,285453.09,34,22.88273212686845,178795.67,27,5.6,0.55,1,2.0,0.012048192771084338,0.045454545454545456,2.6506024096385543,0.0,0.0,0.5157881526104418,1,0,0.1914,0
V000101,Trans Inc,B,26.528301886792452,0.8113207547169812,683014.52,53,21.99091051179739,177344.09,16,7.449999999999999,0.25,0,3.0,0.0449438202247191,0.15,2.247191011235955,0.0,0.05555555555555555,0.4709251996325348,0,2,0.1799,0
V000102,Beta BV,B,21.193548387096776,0.7419354838709677,394947.57,31,20.56764344763997,597135.1,26,7.3,0.55,1,4.0,0.04819277108433735,0.11764705882352941,2.0481927710843375,0.0,0.0,0.5657063738826273,1,0,0.3573,0
V000103,Eco Solutions,B,19.88888888888889,0.7777777777777778,514463.36,45,21.14046337995438,247731.51,28,7.3,0.25,0,4.0,0.04,0.045454545454545456,2.2,0.034482758620689655,0.10344827586206896,0.47365197956577265,0,1,0.3091,0
V000104,Digital Enterprises,A,23.825,0.8,1898039.56,40,22.74145373428704,291373.74,23,5.4,0.25,0,1.0,0.047058823529411764,0.13333333333333333,1.7647058823529411,0.03225806451612903,0.0,0.38470252213788736,0,2,0.5142,0
V000105,Metal AG,C,25.73913043478261,0.8043478260869565,319055.89,46,21.022141536546858,608823.2,38,6.8,0.2,0,2.0,0.027777777777777776,0.06896551724137931,2.685185185185185,0.08333333333333333,0.05555555555555555,0.4346618357487923,0,2,0.3978,0
V000106,Tech Enterprises,B,17.5,0.7647058823529411,259318.2,34,19.738057378853398,129400.7,19,5.6,0.25,0,2.0,0.013333333333333334,0.125,2.1333333333333333,0.0,0.10344827586206896,0.37866176470588236,0,1,0.4925,0
V000107,Agro Corp,A,18.032258064516128,0.7096774193548387,208670.61000000002,31,23.465554714613422,472000.69,24,5.6,0.25,0,2.0,0.01282051282051282,0.16666666666666666,2.3076923076923075,0.04,0.04,0.3683196856906535,0,1,0.3022,0
V000108,Digital AG,A,23.542857142857144,0.8,613167.12,35,21.441223155878212,206291.82,23,6.199999999999999,0.75,0,2.0,0.012345679012345678,0.2,2.4691358024691357,0.03571428571428571,0.0,0.41790123456790124,0,1,0.162,0
V000109,Epsilon Inc,A,18.894736842105264,0.6842105263157895,290020.5,38,23.18525798361351,192869.19,21,6.266666666666667,0.75,1,4.0,0.03260869565217391,0.18181818181818182,2.391304347826087,0.0,0.03571428571428571,0.5372520976353928,1,0,0.2953,0
